env,k,elapse,profit
1,4,256,2324.9
0,2,32,1723.9
0,2,32,2571.725
0,2,32,1881.0
0,2,32,1820.625
0,2,32,2423.575
0,2,32,2038.075
0,2,32,2143.9
0,2,32,3085.275
0,2,32,2085.825
0,2,32,2695.4
0,2,32,1361.7
0,2,32,2137.425
0,2,32,1858.7
0,2,32,1669.6
0,2,32,2216.575
0,2,32,3373.175
0,2,32,2428.575
0,2,32,2524.725
0,2,32,2811.125
0,2,32,2325.9
0,2,32,1936.275
0,2,32,2449.3
0,2,32,2393.05
0,2,32,1843.6
0,2,32,1756.45
0,2,32,1485.025
0,2,32,2306.775
0,2,32,2749.45
0,2,32,1590.625
0,2,32,3219.5
0,2,32,2644.4
0,2,32,2387.0
0,2,32,1734.25
0,2,32,1924.55
0,2,32,1806.95
0,2,32,2060.375
0,2,32,2117.85
0,2,32,2060.375
0,2,32,1869.1
0,2,32,2455.35
0,2,32,2625.7
0,2,32,1864.975
0,2,32,2689.4
0,2,32,1907.0
0,2,32,2441.325
0,2,32,2221.475
0,2,32,2728.85
0,2,32,1905.8
0,2,32,2032.8
0,2,32,2246.6
0,2,64,1746.925
0,2,64,2571.675
0,2,64,2073.175
0,2,64,1799.35
0,2,64,2357.575
0,2,64,2325.05
0,2,64,2136.425
0,2,64,1708.4
0,2,64,2792.9
0,2,64,1923.525
0,2,64,1885.4
0,2,64,2202.875
0,2,64,2685.575
0,2,64,2626.45
0,2,64,2612.425
0,2,64,2126.95
0,2,64,2185.175
0,2,64,2348.6
0,2,64,2571.75
0,2,64,1812.425
0,2,64,2840.225
0,2,64,2424.05
0,2,64,1734.65
0,2,64,2611.15
0,2,64,2196.675
0,2,64,2180.3
0,2,64,1568.025
0,2,64,1953.925
0,2,64,2433.6
0,2,64,2166.525
0,2,64,1362.025
0,2,64,1469.6
0,2,64,1968.95
0,2,64,2067.35
0,2,64,2639.825
0,2,64,1956.425
0,2,64,1885.55
0,2,64,2629.65
0,2,64,2784.3
0,2,64,2252.575
0,2,64,2957.55
0,2,64,1830.9
0,2,64,2021.8
0,2,64,2613.6
0,2,64,2277.7
0,2,64,1837.525
0,2,64,2340.675
0,2,64,1936.625
0,2,64,2140.925
0,2,64,1662.675
0,2,128,1790.75
0,2,128,1594.075
0,2,128,2165.725
0,2,128,1956.875
0,2,128,2660.225
0,2,128,2694.0
0,2,128,2587.675
0,2,128,2395.375
0,2,128,2752.475
0,2,128,2273.725
0,2,128,2660.2
0,2,128,2577.6
0,2,128,2580.775
0,2,128,2383.9
0,2,128,2104.65
0,2,128,1763.85
0,2,128,2071.775
0,2,128,1426.6
0,2,128,1826.5
0,2,128,2680.55
0,2,128,2348.1
0,2,128,2466.2
0,2,128,1882.475
0,2,128,2314.65
0,2,128,2228.15
0,2,128,1678.575
0,2,128,2446.65
0,2,128,2417.0
0,2,128,1488.15
0,2,128,1624.225
0,2,128,1937.4
0,2,128,1944.075
0,2,128,2267.95
0,2,128,2419.7
0,2,128,2359.05
0,2,128,2445.8
0,2,128,2283.375
0,2,128,2556.175
0,2,128,2906.625
0,2,128,2350.5
0,2,128,2152.525
0,2,128,1870.475
0,2,128,2351.875
0,2,128,1704.675
0,2,128,2749.425
0,2,128,2022.975
0,2,128,1534.075
0,2,128,2630.95
0,2,128,2417.125
0,2,128,1570.475
0,2,256,1610.025
0,2,256,1630.4
0,2,256,2372.725
0,2,256,1680.475
0,2,256,3163.9
0,2,256,2100.7
0,2,256,2074.85
0,2,256,2934.75
0,2,256,2319.1
0,2,256,2059.775
0,2,256,2814.725
0,2,256,2221.65
0,2,256,2447.8
0,2,256,2169.15
0,2,256,2278.775
0,2,256,2288.05
0,2,256,2522.55
0,2,256,1773.475
0,2,256,2370.05
0,2,256,1956.95
0,2,256,2052.0
0,2,256,2668.625
0,2,256,2349.775
0,2,256,2512.575
0,2,256,2221.775
0,2,256,2007.975
0,2,256,1719.95
0,2,256,1901.075
0,2,256,2855.175
0,2,256,2222.75
0,2,256,1961.05
0,2,256,2257.75
0,2,256,2900.9
0,2,256,2052.4
0,2,256,2420.7
0,2,256,1685.025
0,2,256,1724.4
0,2,256,2207.975
0,2,256,2304.775
0,2,256,2093.825
0,2,256,2865.275
0,2,256,2654.05
0,2,256,1715.275
0,2,256,2168.9
0,2,256,2100.0
0,2,256,2373.85
0,2,256,1961.7
0,2,256,1956.525
0,2,256,3015.325
0,2,256,2183.85
0,3,32,2441.275
0,3,32,2594.65
0,3,32,1908.2
0,3,32,1741.35
0,3,32,2690.4
0,3,32,3294.075
0,3,32,2055.375
0,3,32,3142.95
0,3,32,2691.95
0,3,32,2639.85
0,3,32,1878.5
0,3,32,1347.8
0,3,32,1856.55
0,3,32,2356.5
0,3,32,2058.1
0,3,32,1917.55
0,3,32,2257.775
0,3,32,3019.775
0,3,32,1316.15
0,3,32,2166.325
0,3,32,2295.25
0,3,32,2098.1
0,3,32,2149.525
0,3,32,2553.35
0,3,32,2743.95
0,3,32,1744.3
0,3,32,2674.075
0,3,32,2050.375
0,3,32,2168.5
0,3,32,2690.5
0,3,32,2022.15
0,3,32,2003.9
0,3,32,2340.075
0,3,32,2294.0
0,3,32,2203.55
0,3,32,2872.675
0,3,32,2326.225
0,3,32,1824.125
0,3,32,2241.825
0,3,32,2137.075
0,3,32,1913.15
0,3,32,1903.225
0,3,32,1738.95
0,3,32,1270.6
0,3,32,2932.85
0,3,32,2095.0
0,3,32,2142.15
0,3,32,2434.075
0,3,32,2185.95
0,3,32,1930.95
0,3,64,1907.9
0,3,64,1798.525
0,3,64,1816.625
0,3,64,1972.525
0,3,64,2001.45
0,3,64,1777.625
0,3,64,2424.05
0,3,64,2103.9
0,3,64,2320.675
0,3,64,3002.925
0,3,64,1834.6
0,3,64,2715.15
0,3,64,3247.925
0,3,64,1913.15
0,3,64,2654.075
0,3,64,1094.5
0,3,64,2804.425
0,3,64,2206.375
0,3,64,2300.575
0,3,64,2546.525
0,3,64,1957.525
0,3,64,2534.675
0,3,64,1517.575
0,3,64,2577.125
0,3,64,2881.225
0,3,64,2472.2
0,3,64,1219.05
0,3,64,2210.825
0,3,64,2577.275
0,3,64,1667.7
0,3,64,2216.325
0,3,64,2945.725
0,3,64,1809.4
0,3,64,2504.925
0,3,64,2348.4
0,3,64,2136.35
0,3,64,1955.675
0,3,64,1560.35
0,3,64,1896.1
0,3,64,2531.85
0,3,64,2384.9
0,3,64,2177.45
0,3,64,2790.1
0,3,64,2549.725
0,3,64,2526.175
0,3,64,2319.5
0,3,64,2238.775
0,3,64,2360.3
0,3,64,2620.3
0,3,64,2084.5
0,3,128,2358.0
0,3,128,2515.45
0,3,128,2541.725
0,3,128,2193.725
0,3,128,1726.125
0,3,128,2514.6
0,3,128,1868.4
0,3,128,1877.125
0,3,128,2342.6
0,3,128,1986.525
0,3,128,1974.9
0,3,128,1902.45
0,3,128,2183.175
0,3,128,1689.525
0,3,128,2601.525
0,3,128,3252.525
0,3,128,2646.675
0,3,128,2390.725
0,3,128,2169.625
0,3,128,2425.75
0,3,128,2352.375
0,3,128,2112.25
0,3,128,2036.275
0,3,128,3188.225
0,3,128,1397.925
0,3,128,2886.85
0,3,128,2498.25
0,3,128,2271.975
0,3,128,1905.3
0,3,128,2195.4
0,3,128,1978.25
0,3,128,2071.175
0,3,128,2307.4
0,3,128,2456.5
0,3,128,2103.725
0,3,128,1929.025
0,3,128,1604.5
0,3,128,2570.875
0,3,128,2104.475
0,3,128,2190.95
0,3,128,1980.425
0,3,128,2365.75
0,3,128,1898.4
0,3,128,1760.5
0,3,128,1402.225
0,3,128,2887.975
0,3,128,2726.6
0,3,128,1378.275
0,3,128,2086.0
0,3,128,2532.525
0,3,256,1347.25
0,3,256,1595.825
0,3,256,1907.85
0,3,256,2444.2
0,3,256,2974.525
0,3,256,2041.525
0,3,256,2124.55
0,3,256,2048.425
0,3,256,2038.525
0,3,256,2448.425
0,3,256,2235.0
0,3,256,1724.6
0,3,256,2845.15
0,3,256,1957.25
0,3,256,1880.475
0,3,256,3431.425
0,3,256,2751.525
0,3,256,2324.925
0,3,256,1962.7
0,3,256,2822.125
0,3,256,3121.075
0,3,256,2443.375
0,3,256,2602.55
0,3,256,2144.775
0,3,256,2201.4
0,3,256,2263.35
0,3,256,2444.95
0,3,256,2501.825
0,3,256,2886.075
0,3,256,2726.5
0,3,256,2937.5
0,3,256,2290.8
0,3,256,1845.175
0,3,256,2285.525
0,3,256,2326.825
0,3,256,2002.725
0,3,256,1515.3
0,3,256,2125.75
0,3,256,2203.3
0,3,256,2801.675
0,3,256,2231.3
0,3,256,2299.375
0,3,256,2493.85
0,3,256,2193.175
0,3,256,3171.05
0,3,256,2174.25
0,3,256,2308.875
0,3,256,2069.075
0,3,256,2299.825
0,3,256,2102.175
0,4,32,2235.575
0,4,32,1649.7
0,4,32,2470.35
0,4,32,2873.225
0,4,32,2300.8
0,4,32,2271.275
0,4,32,2503.35
0,4,32,2059.75
0,4,32,1405.025
0,4,32,1997.825
0,4,32,2068.275
0,4,32,2294.325
0,4,32,2347.925
0,4,32,1942.75
0,4,32,1757.875
0,4,32,1685.475
0,4,32,2349.025
0,4,32,1990.075
0,4,32,1680.25
0,4,32,2633.2
0,4,32,1774.1
0,4,32,3166.375
0,4,32,1919.6
0,4,32,2394.65
0,4,32,2310.625
0,4,32,2293.45
0,4,32,2377.425
0,4,32,2547.75
0,4,32,2723.475
0,4,32,2274.4
0,4,32,2653.35
0,4,32,2368.55
0,4,32,2283.225
0,4,32,2602.975
0,4,32,2020.6
0,4,32,2200.35
0,4,32,1895.425
0,4,32,2675.575
0,4,32,2564.4
0,4,32,2778.475
0,4,32,2541.625
0,4,32,2182.325
0,4,32,2184.425
0,4,32,2278.45
0,4,32,2013.3
0,4,32,2184.775
0,4,32,2508.95
0,4,32,1859.55
0,4,32,2358.0
0,4,32,2562.6
0,4,64,1648.75
0,4,64,2331.4
0,4,64,2493.85
0,4,64,2544.925
0,4,64,2806.8
0,4,64,1995.85
0,4,64,1657.55
0,4,64,2273.325
0,4,64,2339.775
0,4,64,2235.025
0,4,64,2212.45
0,4,64,1583.6
0,4,64,2082.825
0,4,64,1661.25
0,4,64,2503.325
0,4,64,2919.5
0,4,64,2387.425
0,4,64,2615.85
0,4,64,2979.925
0,4,64,3156.4
0,4,64,1919.375
0,4,64,2582.275
0,4,64,1809.625
0,4,64,2352.2
0,4,64,1842.875
0,4,64,1543.525
0,4,64,2611.7
0,4,64,2279.325
0,4,64,2770.325
0,4,64,2215.95
0,4,64,1943.15
0,4,64,1879.3
0,4,64,1986.925
0,4,64,2114.825
0,4,64,2437.7
0,4,64,2308.0
0,4,64,2101.575
0,4,64,2609.675
0,4,64,2306.825
0,4,64,2930.275
0,4,64,2579.15
0,4,64,2669.55
0,4,64,1940.95
0,4,64,2280.55
0,4,64,2287.85
0,4,64,2956.425
0,4,64,1408.575
0,4,64,2459.375
0,4,64,2069.025
0,4,64,1858.2
0,4,128,2306.425
0,4,128,1935.575
0,4,128,1643.55
0,4,128,2561.7
0,4,128,2126.15
0,4,128,1852.8
0,4,128,1249.775
0,4,128,2205.725
0,4,128,2101.175
0,4,128,2116.3
0,4,128,2547.45
0,4,128,1954.375
0,4,128,1591.425
0,4,128,1961.825
0,4,128,2746.925
0,4,128,2343.275
0,4,128,2629.95
0,4,128,1742.6
0,4,128,2041.825
0,4,128,1841.15
0,4,128,2264.125
0,4,128,2411.125
0,4,128,2118.175
0,4,128,1840.6
0,4,128,1736.825
0,4,128,1395.925
0,4,128,2572.025
0,4,128,2425.9
0,4,128,2390.3
0,4,128,1878.925
0,4,128,2596.45
0,4,128,2646.775
0,4,128,1374.775
0,4,128,2213.95
0,4,128,2006.55
0,4,128,2607.175
0,4,128,1779.9
0,4,128,1931.15
0,4,128,1969.15
0,4,128,2109.75
0,4,128,1870.65
0,4,128,1673.525
0,4,128,2064.525
0,4,128,2483.975
0,4,128,2887.85
0,4,128,2215.95
0,4,128,1707.975
0,4,128,2326.725
0,4,128,1993.2
0,4,128,1854.875
0,4,256,1716.975
0,4,256,1988.0
0,4,256,1608.25
0,4,256,2688.2
0,4,256,1833.65
0,4,256,2502.275
0,4,256,2043.0
0,4,256,2424.775
0,4,256,2107.85
0,4,256,2356.05
0,4,256,2401.35
0,4,256,1815.475
0,4,256,2182.7
0,4,256,2652.55
0,4,256,2159.325
0,4,256,2167.025
0,4,256,2335.925
0,4,256,2257.15
0,4,256,1668.525
0,4,256,2269.55
0,4,256,2197.0
0,4,256,2108.75
0,4,256,2496.75
0,4,256,2967.3
0,4,256,2938.225
0,4,256,2659.3
0,4,256,2113.05
0,4,256,2369.65
0,4,256,1662.2
0,4,256,1927.725
0,4,256,2028.275
0,4,256,2358.125
0,4,256,1511.375
0,4,256,2532.9
0,4,256,1697.95
0,4,256,3016.0
0,4,256,1857.2
0,4,256,2603.375
0,4,256,2534.475
0,4,256,2188.225
0,4,256,1955.4
0,4,256,2191.875
0,4,256,1977.325
0,4,256,2580.7
0,4,256,2433.0
0,4,256,1926.8
0,4,256,2607.0
0,4,256,2269.15
0,4,256,2842.2
0,4,256,2336.8
1,2,32,1928.825
1,2,32,2316.5
1,2,32,1955.525
1,2,32,2416.25
1,2,32,2257.2
1,2,32,2609.475
1,2,32,2178.775
1,2,32,2077.6
1,2,32,2594.025
1,2,32,2438.0
1,2,32,2215.625
1,2,32,2288.5
1,2,32,2469.95
1,2,32,2626.125
1,2,32,2471.175
1,2,32,2423.9
1,2,32,2023.2
1,2,32,2500.5
1,2,32,2375.625
1,2,32,2504.225
1,2,32,2237.625
1,2,32,2108.275
1,2,32,2501.175
1,2,32,2223.65
1,2,32,3079.425
1,2,32,2328.7
1,2,32,2386.4
1,2,32,2392.6
1,2,32,1925.85
1,2,32,2211.45
1,2,32,2608.85
1,2,32,1938.7
1,2,32,2178.15
1,2,32,1526.525
1,2,32,1911.275
1,2,32,2807.3
1,2,32,1840.25
1,2,32,2621.175
1,2,32,1710.25
1,2,32,2264.05
1,2,32,2403.8
1,2,32,2931.25
1,2,32,2232.55
1,2,32,2605.6
1,2,32,2664.125
1,2,32,2162.55
1,2,32,2333.85
1,2,32,1450.375
1,2,32,2709.4
1,2,32,2878.1
1,2,64,2320.375
1,2,64,2413.325
1,2,64,2430.25
1,2,64,2412.675
1,2,64,2077.45
1,2,64,2248.15
1,2,64,2041.925
1,2,64,2435.475
1,2,64,2431.375
1,2,64,2051.775
1,2,64,2119.5
1,2,64,1938.325
1,2,64,1936.625
1,2,64,1804.15
1,2,64,2439.025
1,2,64,2276.5
1,2,64,1944.325
1,2,64,1943.775
1,2,64,2419.325
1,2,64,2394.25
1,2,64,2652.2
1,2,64,2036.35
1,2,64,1656.45
1,2,64,2858.225
1,2,64,2140.0
1,2,64,1959.075
1,2,64,2005.55
1,2,64,2194.95
1,2,64,2896.075
1,2,64,1665.925
1,2,64,2668.675
1,2,64,2288.725
1,2,64,2574.325
1,2,64,2379.75
1,2,64,2446.8
1,2,64,2279.35
1,2,64,2460.275
1,2,64,2351.15
1,2,64,1951.075
1,2,64,2763.1
1,2,64,2500.125
1,2,64,2976.825
1,2,64,2246.825
1,2,64,2986.375
1,2,64,2296.4
1,2,64,1227.125
1,2,64,2906.8
1,2,64,2750.575
1,2,64,2877.575
1,2,64,1223.775
1,2,128,1907.575
1,2,128,2050.8
1,2,128,1395.075
1,2,128,2345.35
1,2,128,2083.2
1,2,128,2739.7
1,2,128,3490.35
1,2,128,2460.275
1,2,128,2372.35
1,2,128,3171.525
1,2,128,2064.325
1,2,128,2702.7
1,2,128,2030.8
1,2,128,1922.625
1,2,128,2272.225
1,2,128,2838.25
1,2,128,2518.85
1,2,128,2337.475
1,2,128,1976.5
1,2,128,2261.05
1,2,128,2436.3
1,2,128,2375.425
1,2,128,2276.6
1,2,128,2555.225
1,2,128,2521.45
1,2,128,1905.55
1,2,128,2386.3
1,2,128,2225.625
1,2,128,2298.3
1,2,128,2327.825
1,2,128,2151.65
1,2,128,1875.9
1,2,128,2902.8
1,2,128,2245.95
1,2,128,2191.725
1,2,128,1992.15
1,2,128,1667.3
1,2,128,2423.225
1,2,128,2635.6
1,2,128,1984.05
1,2,128,2519.725
1,2,128,1885.5
1,2,128,2087.325
1,2,128,2076.9
1,2,128,2258.925
1,2,128,2915.825
1,2,128,2510.4
1,2,128,2275.8
1,2,128,2132.175
1,2,128,2712.0
1,2,256,2559.25
1,2,256,2256.9
1,2,256,1952.725
1,2,256,2724.125
1,2,256,2403.725
1,2,256,2353.4
1,2,256,1851.475
1,2,256,2724.175
1,2,256,2732.675
1,2,256,3418.1
1,2,256,2634.7
1,2,256,1715.6
1,2,256,2337.7
1,2,256,2069.125
1,2,256,2015.125
1,2,256,2091.825
1,2,256,1901.575
1,2,256,2244.45
1,2,256,2319.7
1,2,256,1246.5
1,2,256,3085.3
1,2,256,2231.375
1,2,256,2401.65
1,2,256,2371.3
1,2,256,1815.175
1,2,256,1404.925
1,2,256,2391.925
1,2,256,2231.55
1,2,256,2538.175
1,2,256,2401.05
1,2,256,2426.55
1,2,256,2519.4
1,2,256,2822.45
1,2,256,2701.875
1,2,256,2349.7
1,2,256,2201.575
1,2,256,2261.9
1,2,256,2443.325
1,2,256,1696.8
1,2,256,1709.45
1,2,256,2237.35
1,2,256,1970.975
1,2,256,2606.725
1,2,256,2212.675
1,2,256,2266.775
1,2,256,2249.025
1,2,256,1842.9
1,2,256,2245.8
1,2,256,2625.025
1,2,256,3166.2
1,3,32,2292.075
1,3,32,2949.175
1,3,32,2388.1
1,3,32,2504.5
1,3,32,2659.425
1,3,32,2208.85
1,3,32,1386.325
1,3,32,2038.3
1,3,32,2082.05
1,3,32,2283.125
1,3,32,2306.55
1,3,32,1950.975
1,3,32,2165.825
1,3,32,2572.8
1,3,32,2674.7
1,3,32,2145.6
1,3,32,2834.25
1,3,32,2100.1
1,3,32,2383.625
1,3,32,2225.25
1,3,32,3328.6
1,3,32,1966.35
1,3,32,2755.25
1,3,32,2596.125
1,3,32,2430.3
1,3,32,2654.275
1,3,32,1823.425
1,3,32,2061.425
1,3,32,1737.7
1,3,32,2373.875
1,3,32,3454.75
1,3,32,2522.7
1,3,32,2326.9
1,3,32,3276.675
1,3,32,1716.875
1,3,32,2249.225
1,3,32,1980.75
1,3,32,2648.0
1,3,32,2339.975
1,3,32,2291.875
1,3,32,2106.375
1,3,32,2194.725
1,3,32,1826.55
1,3,32,1958.75
1,3,32,2669.05
1,3,32,2335.3
1,3,32,1590.025
1,3,32,2427.425
1,3,32,2037.525
1,3,32,2741.775
1,3,64,2251.7
1,3,64,2499.325
1,3,64,1429.95
1,3,64,2530.425
1,3,64,2081.725
1,3,64,2107.45
1,3,64,2500.475
1,3,64,1887.975
1,3,64,3136.75
1,3,64,2005.125
1,3,64,2016.7
1,3,64,2035.725
1,3,64,2204.825
1,3,64,2032.675
1,3,64,2488.85
1,3,64,2375.55
1,3,64,2482.275
1,3,64,1424.575
1,3,64,2267.5
1,3,64,2134.85
1,3,64,2665.725
1,3,64,2625.8
1,3,64,1651.25
1,3,64,1997.275
1,3,64,2027.925
1,3,64,2796.25
1,3,64,2177.625
1,3,64,2067.525
1,3,64,2852.75
1,3,64,2256.7
1,3,64,3320.175
1,3,64,1965.325
1,3,64,2159.95
1,3,64,1533.75
1,3,64,2060.575
1,3,64,1582.225
1,3,64,2599.45
1,3,64,1372.0
1,3,64,2643.1
1,3,64,3103.225
1,3,64,2891.35
1,3,64,2509.15
1,3,64,2748.275
1,3,64,2693.05
1,3,64,1880.075
1,3,64,2416.625
1,3,64,2068.05
1,3,64,2363.55
1,3,64,1968.025
1,3,64,2268.6
1,3,128,1448.925
1,3,128,2890.675
1,3,128,2189.85
1,3,128,1892.3
1,3,128,1810.7
1,3,128,2413.975
1,3,128,3287.225
1,3,128,2685.55
1,3,128,2628.225
1,3,128,2204.95
1,3,128,3094.25
1,3,128,1877.975
1,3,128,1939.55
1,3,128,2830.4
1,3,128,2471.525
1,3,128,1801.425
1,3,128,1623.825
1,3,128,2358.475
1,3,128,2701.125
1,3,128,1624.9
1,3,128,2564.75
1,3,128,1664.125
1,3,128,2543.725
1,3,128,2670.025
1,3,128,1736.725
1,3,128,2111.0
1,3,128,2597.875
1,3,128,2946.625
1,3,128,2011.125
1,3,128,3235.5
1,3,128,2319.0
1,3,128,2868.8
1,3,128,2101.6
1,3,128,2189.125
1,3,128,2431.55
1,3,128,2571.85
1,3,128,2993.175
1,3,128,2497.2
1,3,128,2761.225
1,3,128,1708.725
1,3,128,2459.725
1,3,128,2279.75
1,3,128,2512.9
1,3,128,1868.725
1,3,128,1770.15
1,3,128,2606.475
1,3,128,2419.7
1,3,128,1906.775
1,3,128,2686.375
1,3,128,1757.025
1,3,256,2277.6
1,3,256,2559.125
1,3,256,2174.575
1,3,256,1919.175
1,3,256,2457.2
1,3,256,1833.275
1,3,256,1821.425
1,3,256,2342.125
1,3,256,1905.15
1,3,256,2466.55
1,3,256,2504.8
1,3,256,2299.925
1,3,256,2287.275
1,3,256,2562.225
1,3,256,2311.25
1,3,256,2616.125
1,3,256,2229.825
1,3,256,2638.175
1,3,256,2160.05
1,3,256,1741.975
1,3,256,1974.65
1,3,256,2356.875
1,3,256,1935.725
1,3,256,1964.0
1,3,256,1927.25
1,3,256,1679.225
1,3,256,2363.275
1,3,256,1906.9
1,3,256,1764.55
1,3,256,2266.275
1,3,256,1985.925
1,3,256,3088.225
1,3,256,2662.8
1,3,256,2234.075
1,3,256,2503.0
1,3,256,2620.725
1,3,256,2577.6
1,3,256,2041.975
1,3,256,2594.65
1,3,256,2202.2
1,3,256,2037.15
1,3,256,2982.925
1,3,256,2841.1
1,3,256,2860.3
1,3,256,2175.375
1,3,256,2429.275
1,3,256,2135.3
1,3,256,2055.625
1,3,256,2327.825
1,3,256,1860.4
1,4,32,2212.5
1,4,32,2348.7
1,4,32,2124.125
1,4,32,2734.825
1,4,32,1921.55
1,4,32,1871.45
1,4,32,2360.8
1,4,32,2638.35
1,4,32,2339.625
1,4,32,2419.575
1,4,32,2021.775
1,4,32,2378.275
1,4,32,2154.125
1,4,32,2143.675
1,4,32,2172.125
1,4,32,3140.35
1,4,32,2189.5
1,4,32,2628.1
1,4,32,2229.2
1,4,32,2609.225
1,4,32,1840.45
1,4,32,2195.275
1,4,32,2013.975
1,4,32,2891.775
1,4,32,2876.0
1,4,32,1648.5
1,4,32,2261.2
1,4,32,2194.35
1,4,32,2573.9
1,4,32,2594.35
1,4,32,2504.625
1,4,32,2131.8
1,4,32,2340.15
1,4,32,2377.85
1,4,32,2013.875
1,4,32,2796.25
1,4,32,1931.875
1,4,32,2140.3
1,4,32,1980.9
1,4,32,2504.35
1,4,32,2343.475
1,4,32,2236.75
1,4,32,2666.875
1,4,32,2444.675
1,4,32,1735.075
1,4,32,2698.4
1,4,32,2720.175
1,4,32,1855.95
1,4,32,2624.175
1,4,32,2214.55
1,4,64,2624.075
1,4,64,2561.7
1,4,64,2912.0
1,4,64,1683.6
1,4,64,1338.35
1,4,64,2814.925
1,4,64,2647.575
1,4,64,2734.65
1,4,64,2167.15
1,4,64,1956.8
1,4,64,2557.7
1,4,64,3120.1
1,4,64,2078.75
1,4,64,1802.025
1,4,64,1589.9
1,4,64,2138.825
1,4,64,3230.4
1,4,64,2319.35
1,4,64,2978.625
1,4,64,2665.8
1,4,64,2514.425
1,4,64,2240.4
1,4,64,1812.95
1,4,64,2066.475
1,4,64,2639.2
1,4,64,3211.175
1,4,64,2342.375
1,4,64,2863.075
1,4,64,1953.075
1,4,64,2387.975
1,4,64,2408.55
1,4,64,2598.6
1,4,64,2357.8
1,4,64,1956.025
1,4,64,2006.5
1,4,64,2347.0
1,4,64,2431.825
1,4,64,2039.425
1,4,64,2406.3
1,4,64,2710.15
1,4,64,2247.4
1,4,64,2073.875
1,4,64,1845.3
1,4,64,1579.8
1,4,64,1923.375
1,4,64,2085.975
1,4,64,2452.025
1,4,64,2447.025
1,4,64,2349.65
1,4,64,2362.05
1,4,128,2558.45
1,4,128,2504.5
1,4,128,1805.425
1,4,128,1702.775
1,4,128,2508.4
1,4,128,2045.2
1,4,128,2475.6
1,4,128,2514.175
1,4,128,2164.65
1,4,128,2954.375
1,4,128,2214.15
1,4,128,2730.725
1,4,128,2319.2
1,4,128,2901.95
1,4,128,2261.75
1,4,128,2703.75
1,4,128,2548.45
1,4,128,2428.525
1,4,128,2766.575
1,4,128,2053.175
1,4,128,2595.75
1,4,128,2178.625
1,4,128,2245.925
1,4,128,2352.25
1,4,128,2338.5
1,4,128,2393.0
1,4,128,2454.2
1,4,128,1910.675
1,4,128,2699.8
1,4,128,1758.475
1,4,128,2291.2
1,4,128,2744.375
1,4,128,2313.0
1,4,128,2339.675
1,4,128,2753.45
1,4,128,2020.5
1,4,128,2181.6
1,4,128,2445.225
1,4,128,2658.6
1,4,128,2527.625
1,4,128,2589.075
1,4,128,2596.625
1,4,128,1466.3
1,4,128,2250.9
1,4,128,2353.925
1,4,128,2798.9
1,4,128,1829.45
1,4,128,3170.075
1,4,128,2994.775
1,4,128,1698.25
1,4,256,2270.65
1,4,256,2682.075
1,4,256,2559.25
1,4,256,1473.225
1,4,256,2267.375
1,4,256,2787.225
1,4,256,2514.525
1,4,256,1732.7
1,4,256,2493.625
1,4,256,1956.15
1,4,256,1757.8
1,4,256,2289.05
1,4,256,2187.575
1,4,256,2994.45
1,4,256,1991.8
1,4,256,2469.825
1,4,256,2668.2
1,4,256,1764.725
1,4,256,2358.225
1,4,256,2001.95
1,4,256,2230.225
1,4,256,2173.8
1,4,256,1786.7
1,4,256,2301.375
1,4,256,2749.35
1,4,256,1858.375
1,4,256,2931.675
1,4,256,3367.575
1,4,256,2298.525
1,4,256,2280.875
1,4,256,1827.8
1,4,256,2606.275
1,4,256,2202.475
1,4,256,2393.5
1,4,256,2490.6
1,4,256,2268.325
1,4,256,2512.3
1,4,256,2215.675
1,4,256,1814.475
1,4,256,4069.675
1,4,256,2312.575
1,4,256,1985.2
1,4,256,2108.25
1,4,256,2493.05
1,4,256,1849.6
1,4,256,2013.725
1,4,256,2809.25
1,4,256,1719.075
1,4,256,2012.55
1,4,256,1784.625
